class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
normal,0.274977893,0.072751366,-0.400335282,0.999908805,0.282516927,0.056963485,-0.374303013,0.999713421,0.289258033,0.058154084,-0.37447831,0.999737859,0.296055019,0.059775162,-0.374607354,0.999739408,0.263869613,0.057283103,-0.367827863,0.999656022,0.258136541,0.058869485,-0.367801756,0.999625504,0.252732396,0.060807809,-0.367909938,0.999571979,0.306000412,0.075892657,-0.214101359,0.999745905,0.243651569,0.077311538,-0.179148123,0.999334991,0.290182739,0.102876395,-0.340645015,0.999940157,0.264705956,0.101406932,-0.330700785,0.999888062,0.373176247,0.231228471,-0.125919402,0.999939024,0.198357508,0.22608009,-0.059439465,0.999817312,0.416794032,0.378890693,-0.089482419,0.980681658,0.168674365,0.395832032,0.035706196,0.936874688,0.441419333,0.536229551,-0.26196,0.949859917,0.125024959,0.527870417,-0.108996756,0.895477593,0.450890839,0.585223556,-0.315067232,0.90784049,0.113018937,0.571170807,-0.155538827,0.844310224,0.441361964,0.586182117,-0.372314602,0.915882707,0.112483591,0.572181761,-0.23398453,0.859617889,0.433113426,0.572851419,-0.289132118,0.911327124,0.118313231,0.563535571,-0.147366107,0.864928246,0.331090748,0.580088496,-0.027334034,0.998378158,0.233079329,0.575073183,0.027608607,0.998392165,0.367786527,0.821857035,-0.067635462,0.967176318,0.217393577,0.827731073,0.00284779,0.969288051,0.397380233,1.002925038,0.238545328,0.857200503,0.219402313,1.003712296,0.271045268,0.880671501,0.391887784,1.016190171,0.255491763,0.434770823,0.23467344,1.063717365,0.285983503,0.592621446,0.398353904,1.112561226,0.036368333,0.702131569,0.194356963,1.105593562,0.073439091,0.776273429
normal,0.271966547,0.072798707,-0.42721048,0.999890566,0.280052453,0.056766368,-0.404623657,0.999649525,0.286939979,0.057883278,-0.404802859,0.99968195,0.293961704,0.059498288,-0.404930532,0.999681652,0.260683775,0.057259172,-0.389209449,0.999582767,0.254942745,0.058868937,-0.389192939,0.999551177,0.249383718,0.060815182,-0.389373392,0.999491036,0.304797024,0.075590931,-0.249382481,0.999695659,0.241003081,0.077221043,-0.200491473,0.999200881,0.287967592,0.102886029,-0.369948745,0.999930203,0.261414796,0.101411141,-0.346051782,0.999868751,0.372807354,0.23106727,-0.156074494,0.999927938,0.197733372,0.227653667,-0.079530969,0.999799073,0.416608781,0.379221678,-0.113784142,0.980644584,0.17015475,0.401382565,0.021548213,0.929899395,0.439054549,0.536619127,-0.290615499,0.943448901,0.129024252,0.530657113,-0.120011464,0.889320672,0.450110704,0.58580184,-0.342167079,0.898962557,0.116990328,0.572320998,-0.164846525,0.837926269,0.441796809,0.586277723,-0.397983104,0.90743041,0.115493044,0.573852897,-0.241576418,0.853837192,0.431656212,0.572947025,-0.317426592,0.903039455,0.122288011,0.566539705,-0.157212794,0.859309316,0.330421984,0.582366884,-0.028948197,0.998266101,0.233059913,0.576344609,0.029214829,0.998274267,0.367788136,0.824334204,-0.069566324,0.967466176,0.217392951,0.828086436,0.007934643,0.96981287,0.397596538,1.002578259,0.246877506,0.860225379,0.219714403,1.003631115,0.293152362,0.883923233,0.392075598,1.008714914,0.265480936,0.433520079,0.236016259,1.064505339,0.309958488,0.602658868,0.397608548,1.112700939,0.040996604,0.705423057,0.196530655,1.106228948,0.093384527,0.781310856
normal,0.261488497,0.072637729,-0.492735952,0.999864876,0.268824369,0.055343688,-0.473277628,0.999576628,0.276249737,0.056238212,-0.473444045,0.999626219,0.283754259,0.057631359,-0.473571748,0.999625981,0.250372112,0.056465723,-0.457134277,0.999479711,0.244670734,0.058172293,-0.457117647,0.999436915,0.238520071,0.060147401,-0.457278818,0.999345958,0.298742771,0.073940597,-0.327575117,0.999654412,0.23227419,0.076954082,-0.251853436,0.998903096,0.27849111,0.102669619,-0.437383264,0.999920309,0.252917439,0.101417288,-0.414461762,0.999840856,0.370245397,0.230369732,-0.248256415,0.999924779,0.196627051,0.232421383,-0.105468951,0.999762595,0.407052457,0.393857241,-0.198226556,0.981395125,0.175743744,0.417151332,0.008000286,0.914870024,0.41185239,0.568949401,-0.329577476,0.941597581,0.146212667,0.561523378,-0.127205238,0.872290432,0.413588315,0.642727137,-0.383235902,0.89614296,0.13408491,0.592140853,-0.174488217,0.821400404,0.397940516,0.641781688,-0.431007564,0.904478729,0.1336983,0.593307137,-0.25154534,0.83812964,0.386905193,0.621088803,-0.35008949,0.899678767,0.145000115,0.586698353,-0.165292993,0.843950927,0.328533083,0.589892745,-0.038027342,0.998226404,0.232123464,0.583100319,0.038354911,0.998143196,0.367776304,0.828145862,-0.068533815,0.964868009,0.217414692,0.837493241,0.069607295,0.966256917,0.397464007,1.002701879,0.269273341,0.854122877,0.220117062,1.003719091,0.404376775,0.876790702,0.392076164,1.007447839,0.290398687,0.428607464,0.236759886,1.06689465,0.427856058,0.600596368,0.397690862,1.114087462,0.071639277,0.69768393,0.197889015,1.110108018,0.222647473,0.771380186
normal,0.254893333,0.072938874,-0.45655641,0.999781191,0.260416865,0.054874849,-0.447050273,0.999316156,0.26707828,0.055278841,-0.447282135,0.9994151,0.274351418,0.056119338,-0.447395235,0.999411643,0.244043931,0.056559071,-0.422097325,0.999148905,0.238718808,0.058539242,-0.42205286,0.999077797,0.232965186,0.060761318,-0.422274321,0.998910904,0.291013926,0.072124988,-0.293727279,0.999459386,0.227952674,0.077127568,-0.220300615,0.99800384,0.271545887,0.102715142,-0.412123144,0.999871433,0.248440728,0.102549419,-0.378271401,0.999723554,0.363635838,0.222709402,-0.211292133,0.99991411,0.196361855,0.233077943,-0.08002729,0.999667227,0.404416263,0.38871783,-0.163041145,0.981238782,0.17953971,0.414000541,0.02581876,0.892430365,0.41340676,0.558523536,-0.305821985,0.937419474,0.155250758,0.5618909,-0.112756565,0.854130626,0.422273755,0.618557334,-0.357372344,0.891281664,0.146341428,0.592047334,-0.154496193,0.805135846,0.411869556,0.619580269,-0.409032196,0.89958787,0.146661013,0.592832327,-0.22882697,0.822432995,0.39882642,0.603413284,-0.32856819,0.894522786,0.157767847,0.584445894,-0.148371994,0.829016566,0.326556265,0.590287983,-0.04943724,0.99812156,0.231979296,0.583764672,0.049764913,0.997896552,0.367653787,0.827937424,-0.070837729,0.961427331,0.217068389,0.836313367,0.101524599,0.960421979,0.397084266,1.002786875,0.224924251,0.8477211,0.220258459,1.00204289,0.414377302,0.868495822,0.397619426,1.033216238,0.239833146,0.420015514,0.238114759,1.065876842,0.43617323,0.603649855,0.395083219,1.114927053,0.02822827,0.687849581,0.195386246,1.102186918,0.251944721,0.762014806
normal,0.252287477,0.072823294,-0.461688042,0.999738574,0.259245008,0.053224735,-0.446525633,0.999186873,0.266429484,0.053332128,-0.446729064,0.999312401,0.274217874,0.053869948,-0.446853638,0.999305904,0.242069021,0.055800311,-0.427139699,0.998982072,0.236348763,0.057943109,-0.427102655,0.998895943,0.230342537,0.06030789,-0.427298248,0.998693168,0.291227728,0.069342956,-0.303314507,0.999368012,0.225536749,0.07662487,-0.221868783,0.997564018,0.268968284,0.10246747,-0.410880119,0.999847174,0.24596478,0.102525227,-0.383371413,0.999670863,0.363668561,0.222408384,-0.227144033,0.999904573,0.194791943,0.233683378,-0.082862295,0.999609768,0.402482152,0.388962418,-0.18695198,0.981112778,0.178885162,0.413892835,0.0308997,0.876712203,0.412207603,0.556424558,-0.328474462,0.930927575,0.154818788,0.565502644,-0.107140742,0.83890295,0.424110472,0.621925414,-0.381222159,0.882844985,0.1487654,0.59574616,-0.1475223,0.790515363,0.411500245,0.622491837,-0.428210676,0.891310155,0.148738563,0.596062183,-0.219949827,0.808523178,0.399051368,0.604588568,-0.349066824,0.886146009,0.157366708,0.585351706,-0.141635075,0.815713227,0.325128108,0.593602836,-0.051160559,0.998004913,0.231504887,0.587268651,0.051506709,0.997662961,0.36774984,0.828144848,-0.075318947,0.95758301,0.21701701,0.838635564,0.092659332,0.95579809,0.396847367,1.002893567,0.225355357,0.840047657,0.220135301,1.003086686,0.421131104,0.86045903,0.399273664,1.043409228,0.245302871,0.411843807,0.237685397,1.065115809,0.444750369,0.603937209,0.393697083,1.116414428,0.04130901,0.677274168,0.194984883,1.102631211,0.254076421,0.751990139
normal,0.248654947,0.072882466,-0.446770966,0.999708295,0.255283415,0.05294643,-0.430424005,0.999095321,0.262203336,0.052826997,-0.430624932,0.999234796,0.26984629,0.053107299,-0.430728436,0.999225318,0.238916159,0.055789869,-0.410773844,0.998865485,0.23341389,0.057939742,-0.410727531,0.998769283,0.227706149,0.060308434,-0.410922348,0.998546183,0.287709773,0.068055227,-0.294330329,0.999290109,0.22358647,0.076534525,-0.207531661,0.997266889,0.265025735,0.102482289,-0.397346616,0.999825478,0.243304938,0.102955975,-0.369518131,0.999626279,0.361687064,0.222359955,-0.207953796,0.999891102,0.193666682,0.233688802,-0.072225563,0.999541283,0.402249277,0.387768507,-0.166016862,0.980527878,0.178984582,0.412579089,0.030987645,0.860550821,0.411687881,0.555760264,-0.317227453,0.925482571,0.166795418,0.564401984,-0.113290891,0.824759781,0.423173994,0.618274927,-0.370071024,0.876319587,0.158536255,0.594435692,-0.155664176,0.777603924,0.410698622,0.615779877,-0.417496741,0.884771883,0.159617081,0.595850825,-0.22652708,0.795907319,0.400139838,0.596285343,-0.338460237,0.879361033,0.168039829,0.585176468,-0.147187889,0.803612351,0.323335946,0.595324993,-0.049796291,0.997917593,0.2313409,0.589670837,0.050139733,0.997530282,0.367655337,0.828063011,-0.080578759,0.955761194,0.216705486,0.835297406,0.070364125,0.954423487,0.395802766,1.001641154,0.226974979,0.837200522,0.220202878,1.00307107,0.392834872,0.859269917,0.398570359,1.044267654,0.250868082,0.410083264,0.236067295,1.016652107,0.415704131,0.610804081,0.390899956,1.11549449,0.051450171,0.67225045,0.193433136,1.10234189,0.226221815,0.749262214
normal,0.245923504,0.073238254,-0.446375519,0.999704123,0.253140301,0.052818689,-0.429676592,0.999090314,0.260001183,0.052594408,-0.429863125,0.999232948,0.267656505,0.052763477,-0.429967314,0.99922365,0.237067953,0.055794705,-0.411120713,0.998858571,0.23165296,0.057943694,-0.411068469,0.998756111,0.226025432,0.060311157,-0.411245644,0.998523355,0.286189914,0.067440256,-0.296873927,0.999289393,0.222620651,0.076369755,-0.211752892,0.997200072,0.262091845,0.102638111,-0.396271735,0.99982065,0.240944073,0.103549048,-0.370306402,0.999612868,0.360419214,0.221706837,-0.230906203,0.999886453,0.19216381,0.234022036,-0.077817775,0.999493778,0.40181458,0.387728035,-0.18927519,0.980403841,0.178041086,0.411536843,0.023262048,0.837640882,0.408897102,0.555039048,-0.312019348,0.922714889,0.170010135,0.556689918,-0.118604548,0.806739867,0.417111039,0.6135571,-0.362333357,0.873669803,0.162037417,0.594139099,-0.161548644,0.762162507,0.407123566,0.609975636,-0.410896331,0.881833613,0.165260866,0.592681527,-0.232331946,0.780538976,0.394325703,0.589930177,-0.332278252,0.876028001,0.173988745,0.576855958,-0.153187126,0.788797617,0.322865218,0.594537258,-0.053545538,0.997976065,0.23078905,0.58958149,0.053861406,0.997568369,0.36765036,0.826073349,-0.065081209,0.958369792,0.2171323,0.820504487,0.135154903,0.956727445,0.395233124,0.99649471,0.244161949,0.848685861,0.220768645,0.995122373,0.477020174,0.868504286,0.394202292,1.003645658,0.264085919,0.434619576,0.235873252,0.995676756,0.501774371,0.634627998,0.389969707,1.103454471,0.065776236,0.69167012,0.189540058,1.082613349,0.335467696,0.763964534
normal,0.242984116,0.073610075,-0.468630582,0.999654353,0.250706702,0.052860674,-0.449173808,0.998976171,0.257951319,0.052703567,-0.449345529,0.999142647,0.266049743,0.052934524,-0.449422508,0.999128222,0.233966798,0.056218259,-0.436824977,0.998684824,0.228420794,0.058546502,-0.436805159,0.998564005,0.222607285,0.061009631,-0.43696931,0.998249412,0.285052449,0.067658514,-0.310747117,0.999181271,0.219545588,0.07715632,-0.255969405,0.996739566,0.260321647,0.102653153,-0.417230248,0.999799848,0.238119081,0.103729829,-0.40060845,0.999558568,0.357687652,0.221767008,-0.244008631,0.999886513,0.190010294,0.235599786,-0.137208447,0.999451518,0.396633983,0.394629717,-0.190198034,0.980458319,0.176069558,0.413236946,-0.040016633,0.828879178,0.401816934,0.556251109,-0.319509506,0.922214627,0.170342848,0.552820027,-0.16307202,0.794235885,0.411952347,0.611484528,-0.369088709,0.873300731,0.168161482,0.593305886,-0.199932307,0.751568139,0.395491689,0.616869867,-0.411591053,0.881371558,0.170252517,0.590730965,-0.265001833,0.770040631,0.387106955,0.591400087,-0.337265372,0.876265824,0.175827831,0.57558918,-0.193767756,0.779309034,0.322372228,0.594247639,-0.04531442,0.997995496,0.231875166,0.589035392,0.045630284,0.997340262,0.365013242,0.822362006,-0.058100749,0.937080741,0.234864205,0.806053758,0.116186276,0.925803483,0.393082261,0.995875239,0.266303718,0.810589612,0.224769101,0.972730577,0.488814235,0.816570342,0.393949926,1.012039423,0.288106829,0.418929696,0.235739052,0.970453739,0.519753098,0.603843391,0.390422076,1.10133028,0.106987111,0.651826859,0.208560318,1.0129143,0.357541502,0.713902712
normal,0.239001721,0.074376553,-0.446544021,0.999613941,0.247518271,0.052984033,-0.433559209,0.998891652,0.254767865,0.052726168,-0.433776259,0.999084055,0.262977242,0.053044494,-0.433884948,0.999070048,0.231015354,0.056567527,-0.414070308,0.998529673,0.225608826,0.058900729,-0.414036751,0.998381436,0.220007136,0.061351363,-0.414201677,0.997989357,0.283560485,0.067828685,-0.303582549,0.999147892,0.218373016,0.077267237,-0.234278917,0.996361852,0.256305218,0.103247285,-0.405506164,0.999789238,0.234420523,0.104623169,-0.378383815,0.99952352,0.356392562,0.221001431,-0.255481422,0.999891102,0.189401582,0.23579216,-0.100730807,0.999413908,0.394539833,0.396794945,-0.223280713,0.981320918,0.175292924,0.413031131,0.013830349,0.813409746,0.387607425,0.56409514,-0.34742111,0.924857378,0.171090782,0.552440643,-0.110745147,0.782117069,0.39743942,0.631963611,-0.400240839,0.877571881,0.170844659,0.594518721,-0.142405957,0.741013587,0.380146027,0.629259825,-0.436100215,0.885290682,0.173359156,0.590325713,-0.208015785,0.759659767,0.371946663,0.60595423,-0.361850411,0.88030529,0.177692279,0.574625671,-0.141417906,0.769568264,0.321998864,0.593789399,-0.050996006,0.997959018,0.232595742,0.588667214,0.051420368,0.996981382,0.362825125,0.820156634,-0.085245289,0.913761795,0.250801742,0.810042083,0.115926675,0.891492009,0.391100019,0.996137261,0.217945606,0.770399749,0.240068004,0.972308278,0.460346669,0.767548978,0.393229634,1.017785668,0.236575618,0.399821609,0.28263247,0.979627728,0.487704664,0.578762054,0.383285582,1.100924492,0.061833069,0.613577187,0.227980822,1.015940905,0.327889532,0.669714451
normal,0.230536118,0.074963287,-0.470439792,0.999563694,0.239028826,0.052803107,-0.462741345,0.998819292,0.246043503,0.052158844,-0.462913364,0.999024987,0.254181951,0.05197259,-0.463038623,0.999019623,0.22292383,0.056651764,-0.439536661,0.998408914,0.217634648,0.059048641,-0.439495087,0.998232305,0.212105826,0.061527211,-0.439630598,0.997796178,0.277077645,0.066825911,-0.360614389,0.999104381,0.213262156,0.077231757,-0.257345557,0.995993912,0.248436525,0.103288196,-0.431992829,0.999777794,0.227472812,0.105213098,-0.400529236,0.999481618,0.355491459,0.220558733,-0.322121292,0.999892771,0.18844524,0.236889929,-0.114368871,0.999366343,0.389545828,0.39793244,-0.281968743,0.981497347,0.174613565,0.418023527,0.002590748,0.789070249,0.383694857,0.566345155,-0.362189412,0.922498882,0.179813445,0.557505071,-0.115220621,0.755171835,0.386741906,0.637768269,-0.413226426,0.874817371,0.179342762,0.607409179,-0.151402771,0.716655493,0.371359974,0.632620156,-0.443387091,0.882481217,0.182819992,0.602833629,-0.218301207,0.735132754,0.362356305,0.607815146,-0.373276651,0.877355397,0.188226894,0.583233416,-0.148408189,0.746105969,0.321047872,0.593358755,-0.065666981,0.998026729,0.232562348,0.58874017,0.066034667,0.996852338,0.358667672,0.818566203,-0.080883667,0.906316042,0.243980899,0.804457068,0.22229597,0.866610467,0.389218479,0.996064246,0.226972267,0.759500206,0.237342805,0.954774499,0.63809675,0.730373442,0.391152978,1.003836989,0.243874311,0.395862162,0.27463001,0.95154196,0.674674034,0.562848687,0.38262108,1.09968257,0.067814082,0.597599626,0.22077854,0.989908755,0.535391569,0.637855291
normal,0.226406962,0.076342821,-0.466763407,0.999577403,0.235213295,0.053044569,-0.456092417,0.998865843,0.241938636,0.052198537,-0.456245959,0.999064982,0.249783143,0.052060969,-0.456348807,0.999062181,0.219511166,0.057690799,-0.435684741,0.998459518,0.214370325,0.060152277,-0.435642302,0.998282373,0.208983615,0.06259466,-0.435769826,0.997848153,0.272292584,0.066688307,-0.351450086,0.999143183,0.210737526,0.07737124,-0.252452642,0.996062458,0.24377726,0.10362231,-0.424147993,0.999787152,0.223691359,0.10629952,-0.396711409,0.999495804,0.353487551,0.217197523,-0.311062008,0.999899805,0.187378258,0.23743026,-0.113094062,0.999360621,0.39056766,0.395285487,-0.277017087,0.982620478,0.174534619,0.418087095,0.010832454,0.779878557,0.38960135,0.559381366,-0.381302297,0.926582634,0.180640012,0.556308866,-0.107596315,0.74771595,0.39441815,0.613912821,-0.435243875,0.880938709,0.180778474,0.606873751,-0.139424503,0.709141254,0.380903989,0.616257846,-0.468679786,0.888191819,0.185842857,0.600844204,-0.205980435,0.727396905,0.372779757,0.600495219,-0.394175619,0.882932663,0.190372929,0.582622707,-0.138829201,0.738493741,0.321081281,0.590428054,-0.073746912,0.99812603,0.233777493,0.587703764,0.074060194,0.996846437,0.357967347,0.814726114,-0.077005982,0.907260597,0.243217885,0.794065237,0.23475866,0.85745585,0.38924107,0.99603337,0.221777886,0.764033198,0.231241748,0.954718471,0.617102206,0.71584183,0.391067773,1.000407219,0.237650126,0.39638409,0.258589119,0.954932094,0.649470627,0.56195873,0.380810827,1.100232005,0.048395257,0.598067462,0.204545826,0.993056655,0.509294033,0.626230299
normal,0.228306994,0.076345414,-0.461169362,0.999573946,0.237197697,0.052856147,-0.454780728,0.998871326,0.244439885,0.051959589,-0.454929054,0.999069333,0.252550393,0.051730409,-0.455036819,0.999070764,0.220750138,0.057571046,-0.429904431,0.998451769,0.215552583,0.060023699,-0.429854006,0.998261094,0.209960252,0.062456358,-0.429973125,0.997814596,0.273907036,0.066317976,-0.336832315,0.999153554,0.20958291,0.077296175,-0.246123016,0.996010661,0.245861024,0.103869066,-0.421192646,0.999789417,0.224257082,0.106727019,-0.390326023,0.999492466,0.353171229,0.215553969,-0.293055147,0.999904335,0.187380597,0.237538427,-0.101795666,0.999352455,0.39052856,0.392828494,-0.262296647,0.983195126,0.175714314,0.418562472,0.016902385,0.770330608,0.393554121,0.555693328,-0.378153294,0.928366482,0.180661276,0.553422511,-0.106038652,0.73767823,0.399664462,0.606816173,-0.433304787,0.883917153,0.180935934,0.606122851,-0.138264969,0.699393809,0.383205771,0.616607845,-0.467758089,0.890887737,0.185755804,0.599045873,-0.20511815,0.717622578,0.37336868,0.59998256,-0.392013401,0.885511339,0.190830007,0.578875422,-0.137554705,0.729548693,0.322991669,0.589505613,-0.069501296,0.998185575,0.236443624,0.587637186,0.069848686,0.996809065,0.357747644,0.814527869,-0.073412754,0.902354419,0.239582986,0.795760512,0.206187859,0.842890203,0.38847819,0.995208323,0.231350839,0.753741324,0.23366484,0.952468455,0.589050531,0.691008627,0.391651422,1.008940697,0.249560922,0.390660584,0.254951686,0.951566994,0.621297002,0.553103447,0.379668325,1.097594976,0.067756452,0.583030343,0.215770289,1.011588693,0.475433022,0.604033172
normal,0.226203859,0.077149734,-0.449606061,0.999536812,0.235155568,0.053546201,-0.44614473,0.998804331,0.242271945,0.052567177,-0.446300596,0.99901396,0.25048244,0.052210391,-0.446410507,0.999020934,0.219448894,0.0585781,-0.41834867,0.99834007,0.214443922,0.061086692,-0.418314606,0.998135448,0.20910272,0.063482828,-0.418443173,0.997662365,0.272834361,0.067116342,-0.334447324,0.999111116,0.209823415,0.078255683,-0.23661682,0.995746672,0.244364321,0.104195818,-0.41639033,0.999776661,0.222695574,0.107304096,-0.379733086,0.999449432,0.35293591,0.215281531,-0.289346695,0.999903262,0.187511235,0.240747005,-0.100475743,0.999314904,0.391028225,0.391991079,-0.25448826,0.983332038,0.178194612,0.421989173,0.01614452,0.760571539,0.395664662,0.555535018,-0.362871826,0.927822411,0.185716793,0.554610074,-0.105318896,0.725027502,0.402515113,0.606694579,-0.416391492,0.883520901,0.184509039,0.609345496,-0.137611166,0.687396169,0.384216398,0.622191608,-0.455482006,0.890316427,0.190044388,0.599278688,-0.203763619,0.705591679,0.373030543,0.599603117,-0.378712684,0.884891987,0.194514856,0.580792129,-0.136507586,0.718297422,0.32334432,0.589517653,-0.066572681,0.998190403,0.237188786,0.587636709,0.066930123,0.996736169,0.356787741,0.816059709,-0.071713962,0.891277969,0.238046989,0.79711014,0.177330121,0.831287742,0.388138682,0.995305181,0.256261349,0.735375464,0.233451754,0.956464469,0.543389678,0.667659044,0.391996235,1.018587351,0.277582973,0.380596936,0.247249886,0.959914625,0.573874354,0.541428924,0.380437076,1.097025275,0.097590558,0.560822129,0.214591712,1.037780762,0.419451356,0.580020368
normal,0.225864634,0.078705251,-0.448010236,0.999472141,0.234363347,0.054494854,-0.445788682,0.998668134,0.241501406,0.053365342,-0.44594416,0.998904109,0.249711499,0.052834816,-0.446050614,0.99891299,0.219011933,0.059841804,-0.41713047,0.998137355,0.214136258,0.062322013,-0.417103142,0.99791652,0.209064379,0.064657509,-0.4172405,0.997394323,0.272087753,0.067602187,-0.337606877,0.999013424,0.209790483,0.078791194,-0.236464158,0.995277941,0.244319096,0.10509441,-0.414815396,0.999751627,0.222698316,0.108354166,-0.378664285,0.99937886,0.352544427,0.215035081,-0.292538702,0.999899983,0.187516779,0.242371708,-0.101537243,0.999268413,0.391372144,0.390765131,-0.256804824,0.983259439,0.178892642,0.423583806,0.015933432,0.751052618,0.397012889,0.555748045,-0.358046651,0.92608434,0.187362969,0.556383312,-0.108540736,0.714036047,0.403908432,0.606731713,-0.410540879,0.881442964,0.185755908,0.613087118,-0.14142099,0.677233458,0.385794193,0.619508624,-0.448795587,0.888126075,0.190541089,0.60406965,-0.208165377,0.695356071,0.372142375,0.599136233,-0.373010039,0.882663131,0.195775658,0.582881391,-0.140017182,0.708524227,0.32338497,0.589592099,-0.065348759,0.998178124,0.237542659,0.587771773,0.065703951,0.996614397,0.356697828,0.816554248,-0.071506642,0.883055091,0.237917721,0.798592448,0.178076759,0.820230067,0.387960643,0.995407939,0.256154388,0.723550618,0.233248532,0.957051992,0.553003311,0.647161961,0.392953604,1.024752975,0.276868463,0.374294102,0.242470652,0.96101141,0.584991574,0.530936837,0.380871981,1.097350955,0.092042483,0.545165181,0.211200476,1.011555076,0.431778759,0.559593558
normal,0.226342782,0.080112189,-0.486378074,0.999495983,0.234791145,0.055519406,-0.478470117,0.998726308,0.242067784,0.054172102,-0.478591293,0.998950481,0.250361353,0.053334855,-0.478669316,0.998959303,0.219028428,0.060995027,-0.454534411,0.998232901,0.214093626,0.063424595,-0.454497784,0.998020709,0.208895221,0.065673135,-0.454623908,0.997529089,0.272422194,0.067644142,-0.36709103,0.999056876,0.209482059,0.079331934,-0.259717107,0.995516121,0.245046571,0.106236212,-0.444017917,0.999759972,0.22306934,0.110209517,-0.411518097,0.999404371,0.352864057,0.215198651,-0.305826396,0.999895096,0.187417254,0.24267377,-0.115696058,0.999286473,0.391607076,0.390755296,-0.261392683,0.983348548,0.178665981,0.426556349,0.002737677,0.749047637,0.397230953,0.555716217,-0.356416225,0.925426304,0.184949592,0.556890011,-0.121440768,0.712801099,0.404891998,0.605357647,-0.407581389,0.880802035,0.183309004,0.612904072,-0.158003956,0.675166965,0.387055308,0.612083077,-0.447622031,0.887248635,0.188625082,0.605314314,-0.224368766,0.693033934,0.373503476,0.596194744,-0.372172177,0.881385982,0.193713397,0.584275663,-0.153099,0.706110775,0.32411623,0.592387497,-0.063972905,0.998210609,0.237091407,0.593171418,0.064325489,0.996769965,0.35951826,0.816957176,-0.025808306,0.892080665,0.230579406,0.831945539,0.180262178,0.835686803,0.387994826,0.99670738,0.300972968,0.744499743,0.224742785,0.981732786,0.535272419,0.675738633,0.395556122,1.033484697,0.319835067,0.398830265,0.236736089,1.033841729,0.566270411,0.55851686,0.386743426,1.098489404,0.119266853,0.572889745,0.185234785,1.082245588,0.430470198,0.589840412
normal,0.22655493,0.083029337,-0.479530185,0.999517083,0.234998763,0.058069415,-0.467565209,0.998782575,0.242406979,0.056558445,-0.467703283,0.998996496,0.250801384,0.05546242,-0.467793137,0.999005973,0.219287768,0.063642621,-0.449068844,0.998312831,0.214432314,0.065900542,-0.449063361,0.998104215,0.209385842,0.067936577,-0.449202418,0.997636259,0.27323854,0.069021605,-0.359025985,0.999104083,0.210243553,0.08155103,-0.246030122,0.995704114,0.245709151,0.109436579,-0.434028357,0.999769449,0.223572284,0.113266535,-0.408781201,0.99942714,0.353343904,0.215436876,-0.304564059,0.999894917,0.188310817,0.244187966,-0.090291932,0.999301672,0.391687304,0.390768677,-0.2759431,0.983558297,0.180644661,0.426773697,0.039285783,0.74441582,0.400981724,0.554897487,-0.383490741,0.925750911,0.183821037,0.556694686,-0.092358842,0.714874804,0.407533467,0.60517025,-0.436710835,0.881842434,0.181792423,0.612037301,-0.130063832,0.677158475,0.388091147,0.609020233,-0.478342563,0.888027489,0.186828688,0.604963481,-0.198377654,0.694947779,0.377549231,0.59510386,-0.400017262,0.881742835,0.191935241,0.584032416,-0.125421509,0.707626581,0.324957073,0.597033322,-0.068173625,0.998251259,0.23703894,0.598430455,0.068514548,0.996888697,0.361079991,0.821186602,-0.034859121,0.89944911,0.226678878,0.842105329,0.195641905,0.848776996,0.387993187,0.99675566,0.293677956,0.760842621,0.223149672,0.98489815,0.54968816,0.698874652,0.398662418,1.037877083,0.312825739,0.412713408,0.236164674,1.045164704,0.577972591,0.581518769,0.388337523,1.10205245,0.11041227,0.593034506,0.18107371,1.093012691,0.41830641,0.61408478
